freq,unit,icha11_hp,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 
A,MIO_EUR,HP12,ES	490.81 	559.67 	615.45 	633.59 	675.76 	739.70 	757.25 	762.82 	774.05 	751.69 	728.22 	759.23 	808.70 	800.27 	835.91 	854.73 	899.22 	976.92 	1032.97 
