freq,unit,icha11_hp,geo\TIME_PERIOD	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,MIO_EUR,TOTAL,ES	60677.55 	65819.36 	71702.48 	78589.89 	85168.25 	93004.60 	97390.10 	97819.39 	97525.47 	94388.85 	92513.93 	93811.25 	98344.36 	99710.20 	103983.94 	108309.62 	113910.69 	120135.31 	129615.26 	: 
